revision,platform,input,colors,domain,config,label,option,precision,precision_label,work_format,preflight_quantizer_retries,MS-SSIM,MS-SSIM_delta_vs_8bit,Delta E00_mean,Delta E00_delta_vs_8bit,Delta Chroma_mean,encoded_bytes,encoded_size_ratio_vs_8bit,speed_runs,median_seconds,q1_seconds,q3_seconds,min_seconds,max_seconds,speed_ratio_vs_8bit,command,assessment_command,speed_command
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,dither,stucki,stucki,stucki:scan=raster,float32,float32,rgb-f32,0,0.98538,0.0005950000000000122,2.890114,0.04357299999999986,2.670463,187670,1.0493268026480587,7,0.1151750001590699,0.111327646067366,0.11527877044863999,0.10575858294032514,0.1190556671936065,1.3705999799361082,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=stucki:scan=raster --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=stucki:scan=raster --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,dither,burkes,burkes,burkes:scan=raster,8bit,8-bit,rgb888,0,0.982541,0.0,3.048908,0.0,2.763684,189045,1.0,7,0.08283887500874698,0.07896449998952448,0.08611066662706435,0.07649620808660984,0.08950449991971254,1.0,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=burkes:scan=raster --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=burkes:scan=raster --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,dither,burkes,burkes,burkes:scan=raster,float32,float32,rgb-f32,0,0.978934,-0.003607000000000027,3.287049,0.23814100000000016,3.056602,197680,1.0456769552223015,7,0.09986462513916194,0.09883370844181627,0.10831060458440334,0.09696016693487763,0.11134195816703141,1.2055285049273932,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=burkes:scan=raster --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=burkes:scan=raster --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,dither,sierra1,sierra1,sierra:variant=1:scan=raster,8bit,8-bit,rgb888,0,0.981778,0.0,3.259109,0.0,3.054493,208589,1.0,7,0.07997179217636585,0.07516693754587322,0.08286900003440678,0.0728480420075357,0.08505245787091553,1.0,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=sierra:variant=1:scan=raster --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=sierra:variant=1:scan=raster --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,dither,sierra1,sierra1,sierra:variant=1:scan=raster,float32,float32,rgb-f32,0,0.978258,-0.0035200000000000786,3.435586,0.17647699999999977,3.212464,213800,1.0249821419154415,7,0.0964636248536408,0.09371056186500937,0.10294993710704148,0.08968204096890986,0.10475174989551306,1.206220621402415,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=sierra:variant=1:scan=raster --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=sierra:variant=1:scan=raster --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,dither,sierra2,sierra2,sierra:variant=2:scan=raster,8bit,8-bit,rgb888,0,0.983696,0.0,2.749576,0.0,2.46992,167204,1.0,7,0.08220537495799363,0.0806601878721267,0.08953737455885857,0.07818000018596649,0.08995783305726945,1.0,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=sierra:variant=2:scan=raster --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=sierra:variant=2:scan=raster --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,dither,sierra2,sierra2,sierra:variant=2:scan=raster,float32,float32,rgb-f32,0,0.985341,0.0016450000000000076,2.771077,0.021501000000000214,2.508164,177132,1.0593765699385183,7,0.11154666705988348,0.1068392499582842,0.11561849992722273,0.10332308383658528,0.11672837496735156,1.3569266865686465,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=sierra:variant=2:scan=raster --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=sierra:variant=2:scan=raster --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,dither,sierra3,sierra3,sierra:variant=3:scan=raster,8bit,8-bit,rgb888,0,0.976954,0.0,3.207704,0.0,2.953936,187220,1.0,7,0.08195108291693032,0.07945222943089902,0.08913818746805191,0.07837158301845193,0.0904021670576185,1.0,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=sierra:variant=3:scan=raster --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=sierra:variant=3:scan=raster --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,dither,sierra3,sierra3,sierra:variant=3:scan=raster,float32,float32,rgb-f32,0,0.977195,0.00024100000000004673,3.225732,0.01802799999999971,2.986336,190129,1.015537869885696,7,0.10851574991829693,0.10419714660383761,0.11592137499246746,0.10296687507070601,0.11677337507717311,1.3241527269175184,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=sierra:variant=3:scan=raster --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=sierra:variant=3:scan=raster --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,dither,lso2,lso2,lso2:scan=raster,8bit,8-bit,rgb888,0,0.986398,0.0,2.959141,0.0,2.744301,200571,1.0,7,0.08142954111099243,0.07999947888310999,0.08952531241811812,0.07886495906859636,0.09414391685277224,1.0,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=lso2:scan=raster --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=lso2:scan=raster --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,dither,lso2,lso2,lso2:scan=raster,float32,float32,rgb-f32,0,0.986376,-2.199999999996649e-05,2.976375,0.017234000000000194,2.764129,200868,1.0014807723948127,7,0.09960595797747374,0.09848227095790207,0.10910172900184989,0.09774279105477035,0.11207929207012057,1.223216496353651,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=lso2:scan=raster --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=lso2:scan=raster --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,dither,a_dither,a_dither,a_dither:strength=0.150:scan=raster,8bit,8-bit,rgb888,0,0.985736,0.0,2.722382,0.0,2.413376,184929,1.0,7,0.078736542025581,0.07419927045702934,0.08117204147856683,0.07287429110147059,0.08624362503178418,1.0,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=a_dither:strength=0.150:scan=raster --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=a_dither:strength=0.150:scan=raster --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,dither,a_dither,a_dither,a_dither:strength=0.150:scan=raster,float32,float32,rgb-f32,0,0.985882,0.0001460000000000905,2.766783,0.044401000000000135,2.459476,193715,1.0475101255076273,7,0.09081625007092953,0.08574874955229461,0.09547900012694299,0.08513924991711974,0.10068541602231562,1.1534193366203955,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=a_dither:strength=0.150:scan=raster --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=a_dither:strength=0.150:scan=raster --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,dither,x_dither,x_dither,x_dither:strength=0.100:scan=raster,8bit,8-bit,rgb888,0,0.984004,0.0,2.657301,0.0,2.334033,165600,1.0,7,0.07947791693732142,0.0738577920710668,0.0834048124961555,0.07252887496724725,0.08462991588748991,1.0,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=x_dither:strength=0.100:scan=raster --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=x_dither:strength=0.100:scan=raster --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,dither,x_dither,x_dither,x_dither:strength=0.100:scan=raster,float32,float32,rgb-f32,0,0.984451,0.0004469999999999752,2.677389,0.020087999999999884,2.359768,172316,1.0405555555555555,7,0.09043912496417761,0.08589872904121876,0.09490543755237013,0.08550195791758597,0.09755104198120534,1.1379151398180265,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=x_dither:strength=0.100:scan=raster --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=x_dither:strength=0.100:scan=raster --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,dither,bluenoise,bluenoise,"bluenoise:strength=0.055:gradient_factor=0:phase=0,0:channel=mono:size=64:scan=raster",8bit,8-bit,rgb888,0,0.982284,0.0,2.632116,0.0,2.299693,151382,1.0,7,0.0789445829577744,0.0757257710210979,0.0843910415424034,0.07508204085752368,0.08726220787502825,1.0,"'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=bluenoise:strength=0.055:gradient_factor=0:phase=0,0:channel=mono:size=64:scan=raster --gpu-policy=off --lookup-policy=none -p 64 '{input}'",'{lsqa}' '{input}' -,"'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=bluenoise:strength=0.055:gradient_factor=0:phase=0,0:channel=mono:size=64:scan=raster --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'"
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,dither,bluenoise,bluenoise,"bluenoise:strength=0.055:gradient_factor=0:phase=0,0:channel=mono:size=64:scan=raster",float32,float32,rgb-f32,0,0.983629,0.0013449999999999296,2.639961,0.007845000000000102,2.306618,157940,1.0433208703808907,7,0.09061266598291695,0.08753166650421917,0.09567052032798529,0.08563504088670015,0.09913349989801645,1.1478009331100467,"'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=bluenoise:strength=0.055:gradient_factor=0:phase=0,0:channel=mono:size=64:scan=raster --gpu-policy=off --lookup-policy=none -p 64 '{input}'",'{lsqa}' '{input}' -,"'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=bluenoise:strength=0.055:gradient_factor=0:phase=0,0:channel=mono:size=64:scan=raster --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'"
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,lookup,none,none,none,8bit,8-bit,rgb888,0,0.981519,0.0,2.62716,0.0,2.297719,143906,1.0,7,0.07605358306318521,0.07453383295796812,0.07862266653683037,0.07062033284455538,0.0808132088277489,1.0,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,lookup,none,none,none,float32,float32,rgb-f32,0,0.981508,-1.0999999999983245e-05,2.627948,0.0007880000000000109,2.298898,144042,1.0009450613594986,7,0.08900033286772668,0.0860792079474777,0.0927391875302419,0.08456258289515972,0.09568408294580877,1.1702319507259156,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=none -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,lookup,5bit,5bit,5bit,8bit,8-bit,rgb888,0,0.976066,0.0,2.83182,0.0,2.503024,151213,1.0,7,0.06122662499547005,0.06058249995112419,0.0623720419825986,0.0557456670794636,0.06531762517988682,1.0,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=5bit -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=5bit -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,lookup,5bit,5bit,5bit,float32,float32,rgb-f32,0,0.98151,0.005444000000000004,2.62794,-0.20387999999999984,2.298953,144029,0.952490857267563,7,0.0760584999807179,0.07383070839568973,0.07681331236381084,0.07051433390006423,0.08260254096239805,1.2422455097981508,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=5bit -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=5bit -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,lookup,6bit,6bit,6bit,8bit,8-bit,rgb888,0,0.979267,0.0,2.664116,0.0,2.351844,149628,1.0,7,0.062226166017353535,0.059883313020691276,0.06327499949838966,0.05702708289027214,0.06791766709648073,1.0,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=6bit -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=6bit -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,lookup,6bit,6bit,6bit,float32,float32,rgb-f32,0,0.98151,0.002242999999999995,2.62794,-0.036175999999999764,2.298953,144029,0.9625805330553105,7,0.07615087507292628,0.07414872897788882,0.07784741697832942,0.07078041695058346,0.07978975004516542,1.2237757835134733,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=6bit -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=6bit -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,lookup,certlut,certlut,certlut,8bit,8-bit,rgb888,0,0.981492,0.0,2.627762,0.0,2.299265,143919,1.0,7,0.0708602499216795,0.06862527085468173,0.07297474995721132,0.06359054194763303,0.07656679092906415,1.0,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=certlut -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=certlut -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,lookup,certlut,certlut,certlut,float32,float32,rgb-f32,0,0.981509,1.6999999999933735e-05,2.629443,0.0016810000000000436,2.302773,144032,1.000785163876903,7,0.08569904207251966,0.08411922887898982,0.08847706252709031,0.08002429199405015,0.09421220817603171,1.2094092550794162,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=certlut -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=certlut -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,lookup,eytzinger,eytzinger,eytzinger,8bit,8-bit,rgb888,0,0.983458,0.0,2.731069,0.0,2.626752,151652,1.0,7,0.0704313749447465,0.06972868752200156,0.07282018754631281,0.0683761250693351,0.07399949990212917,1.0,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=eytzinger -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=eytzinger -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,lookup,eytzinger,eytzinger,eytzinger,float32,float32,rgb-f32,0,0.981494,-0.001964000000000077,2.629468,-0.10160100000000005,2.304046,144099,0.950195183710073,7,0.07478591613471508,0.07343297940678895,0.07513670844491571,0.0695319171063602,0.07711787498556077,1.0618267241465147,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=eytzinger -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=eytzinger -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,lookup,fhedt,fhedt,fhedt,8bit,8-bit,rgb888,0,0.980624,0.0,2.669788,0.0,2.398686,146617,1.0,7,0.07160670892335474,0.07002552051562816,0.074824521667324,0.06735812500119209,0.07614058395847678,1.0,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=fhedt -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=fhedt -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,lookup,fhedt,fhedt,fhedt,float32,float32,rgb-f32,0,0.982262,0.0016379999999999173,2.628517,-0.04127100000000006,2.360121,146526,0.9993793352748999,7,0.07457141694612801,0.07365516654681414,0.0768710623960942,0.0694928748998791,0.0795801249332726,1.041402657199992,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=fhedt -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=float32 --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=fhedt -p 64 -o '{devnull}' '{input}'
194bc906098e9918b30bd62a715ceec5fa738e2f,macOS-26.5.1-arm64-arm-64bit-Mach-O,images/snake.png,64,lookup,vptree,vptree,vptree,8bit,8-bit,rgb888,0,0.981482,0.0,2.629665,0.0,2.303799,143452,1.0,7,0.07336241682060063,0.06920552102383226,0.07540866639465094,0.06468816683627665,0.07662133383564651,1.0,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=vptree -p 64 '{input}','{lsqa}' '{input}' -,'{img2sixel}' --threads=1 --precision=8bit --quality=full '--loaders=builtin!' --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=none --gpu-policy=off --lookup-policy=vptree -p 64 -o '{devnull}' '{input}'
