revision,method,frequency_nyquist,radial_power_db,radial_anisotropy_db
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.7109375,2.114162810541456,2.4538465374714984
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.7265625,2.9153517752700604,3.2829490295736967
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.7421875,2.4731172630036675,2.162975800080715
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.7578125,2.2594545123240226,1.9383733351375803
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.7734375,2.180576836280312,2.194821133069031
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.7890625,1.8631177510952177,1.507720885089852
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.8046875,2.0766298665107503,2.51370174822029
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.8203125,1.7210888168027572,1.4423038462771633
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.8359375,2.1375628595271925,1.8544853971995852
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.8515625,2.4342693299677203,2.6583344188634763
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.8671875,1.7201821086574107,3.3123155656828396
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.8828125,1.6030618273058683,3.111676704783414
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.8984375,1.0946521240947327,4.070941639348859
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.9140625,1.0383278446669955,4.18928972199379
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.9296875,0.253350236838839,2.6688451051687934
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.9453125,-0.10834975008967755,2.6473535276668967
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.9609375,-0.7130323183620764,2.0211985716520346
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.9765625,-1.4704423422206812,1.6934664027080182
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra2,0.9921875,-1.7285205805772246,1.4795144230856359
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.0078125,-35.895216080560466,-1.7887785425906524
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.0234375,-46.86660873471784,-0.6084256008599613
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.0390625,-43.067671742772774,-1.0639112725076716
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.0546875,-39.21037371629636,-0.8592154931775391
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.0703125,-36.322790872633405,-1.4232786624654103
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.0859375,-33.073697268356995,-0.25961618954024196
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.1015625,-33.18817072273071,-1.380499042454658
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.1171875,-31.078794531352585,-0.8693057689987055
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.1328125,-30.213109585405643,-1.3172915097183204
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.1484375,-29.372202959209275,-3.1402684938357583
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.1640625,-28.151843241752537,-3.2754139702579197
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.1796875,-27.435278602328722,-3.7758440661696104
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.1953125,-26.469111521471042,-4.180925957147487
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.2109375,-25.537324945656508,-4.85837347976543
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.2265625,-24.39568894081833,-4.46919055577209
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.2421875,-23.475432172194264,-6.043121104528102
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.2578125,-22.798047301802992,-7.721984822596184
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.2734375,-21.955977359487818,-9.889101597112722
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.2890625,-21.451872659612867,-8.86117418614805
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.3046875,-20.2063435965065,-9.810616346559403
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.3203125,-19.111899919045438,-9.472345201632479
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.3359375,-18.82737561711069,-11.274836981886342
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.3515625,-17.975948846765746,-13.427084079854879
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.3671875,-16.74491917116943,-10.40780115367001
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.3828125,-16.250728742074887,-10.065190948705833
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.3984375,-14.649103929864818,-6.440932489371014
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.4140625,-14.437844001472797,-7.357821188757134
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.4296875,-13.298688876643535,-5.729521704655266
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.4453125,-12.59791799917889,-5.73658571055625
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.4609375,-11.638519370213888,-4.722144499879683
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.4765625,-10.345617663509312,-2.9238856932492596
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.4921875,-9.187528363440325,-3.5519252549428733
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.5078125,-8.341155970040985,-2.9039536151830863
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.5234375,-6.867264174850875,-1.5875010895248352
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.5390625,-5.895189279396613,-1.0288492826281186
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.5546875,-4.536204177050499,-0.09044839374720691
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.5703125,-3.1179993535731265,-1.0853181610407534
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.5859375,-2.1146764012105113,-0.30578257187813296
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.6015625,-1.118467241723066,-0.6515071099332768
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.6171875,-0.10887241822635557,-0.5351785871323691
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.6328125,0.5634915643570517,-1.02358364227167
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.6484375,1.158834810000572,-1.8833483039423888
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.6640625,1.557377066432819,-1.9037914296743417
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.6796875,1.8183274883160274,-2.255487081506461
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.6953125,1.8964693488948516,-3.1009561171689395
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.7109375,2.181818849139429,-2.624434872941641
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.7265625,2.8644672379298957,-2.343862042258709
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.7421875,2.92874028040369,-2.7855113580070596
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.7578125,3.0045220779664583,-2.3057848838164303
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.7734375,3.008565900098734,-1.6191242050020036
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.7890625,3.085853022274768,-1.8406706002730555
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.8046875,3.0114488505858845,-1.7994980133653677
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.8203125,3.1142574659407978,-1.286670587570951
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.8359375,2.7435708260913594,-2.560206364400965
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.8515625,2.4632232697212664,-1.2062541719907278
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.8671875,2.292162227958793,-1.5003661624164568
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.8828125,1.855905729594782,-2.187621759007776
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.8984375,1.076992674097388,-1.97701073303409
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.9140625,0.7250626024958804,-2.8480567397584267
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.9296875,0.4282390286817468,-3.4038141386740737
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.9453125,0.09234469040053706,-4.093528832715505
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.9609375,-0.15442971485940013,-4.260317228632415
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.9765625,-0.13989128380110624,-3.835699558994739
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,sierra3,0.9921875,-0.4291890057833423,-4.304982695410752
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.0078125,-21.033369727687088,-9.409696325052556
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.0234375,-21.8613482046607,-1.9290241425370835
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.0390625,-23.466282444905872,-3.43558420471894
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.0546875,-23.959357891873793,-2.2077046337414616
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.0703125,-21.027966522469068,-0.34893393850776727
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.0859375,-20.071826537674667,-1.8259536999648671
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.1015625,-18.155005211417304,-0.8647241456779341
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.1171875,-16.28190360969195,3.206372858299882
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.1328125,-16.15083509924897,1.9935091968058476
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.1484375,-15.170958741958255,1.1395538901803675
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.1640625,-14.514093345534187,-0.9293663919886802
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.1796875,-12.828368596155325,1.4713713339076597
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.1953125,-11.75104832547088,-0.2752056825422534
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.2109375,-10.541182105779203,0.5258242782144141
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.2265625,-9.803377047345016,1.216498957016461
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.2421875,-7.516938829030365,1.357326388839162
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.2578125,-7.903663552912848,1.2656277751169922
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.2734375,-7.359238306420201,2.2743421741563083
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.2890625,-7.337339040766384,2.996156662185507
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.3046875,-7.8382666524825595,3.0480004529841267
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.3203125,-7.651249800936894,3.0218244957370546
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.3359375,-8.05569503987077,0.8788343420559961
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.3515625,-8.728189278260118,-0.46803863016336766
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.3671875,-9.3738147804591,-2.2340268095343796
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.3828125,-8.379133785609248,-0.8874082809445003
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.3984375,-9.038841389391747,-5.961107944542071
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.4140625,-8.838356184680844,-5.700585869178212
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.4296875,-7.868877363034774,-4.249006943534621
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.4453125,-8.416874148187713,-8.000032155760756
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.4609375,-7.5266533497036905,-5.2902983943571495
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.4765625,-6.265583630442816,-3.7931041470627203
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.4921875,-6.665044145394131,-3.8732248928669484
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.5078125,-6.507702716783548,-3.25059910447637
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.5234375,-5.982416536527872,-6.165366833003231
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.5390625,-5.857376487085858,-4.080022820582055
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.5546875,-5.921788893179123,-5.022642515614369
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.5703125,-5.632994936066375,-5.282544654568257
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.5859375,-5.365502529355361,-5.538417068124328
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.6015625,-5.439836349346665,-4.4778313713909075
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.6171875,-4.663667123860381,-5.297895197359188
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.6328125,-4.281979537912721,-3.988210419327178
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.6484375,-3.5759878292357024,-2.889370505695748
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.6640625,-3.1882439491020795,-2.7680760599957557
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.6796875,-2.7461840818810117,-2.0081977019934625
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.6953125,-2.028208252131674,1.2834028684689707
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.7109375,-2.4889266874957077,-0.433875820134847
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.7265625,-1.8014012631853658,0.8034631605910103
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.7421875,-1.0917959674921938,1.1124118710357636
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.7578125,-1.0862419105544316,0.8110045543743396
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.7734375,-0.7563530328822864,0.5735172364843298
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.7890625,-0.38020855037133044,1.496187405671714
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.8046875,0.21506608594508092,0.27324248669338613
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.8203125,0.1554498681056667,0.39638502211345805
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.8359375,1.230752189588478,2.1871063670276722
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.8515625,1.6785982540227606,2.6927552014966123
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.8671875,2.0231207926108197,1.5729010562218735
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.8828125,2.04801882697279,1.8795562229089766
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.8984375,3.1694229434174614,3.6476674127762685
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.9140625,3.7869338685696716,4.233062522850185
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.9296875,4.109249134977562,4.6005247227803485
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.9453125,3.9456047117917983,3.0852126302511285
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.9609375,4.105627196089607,4.396332662608957
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.9765625,4.888377478332454,4.511257787378932
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,lso2,0.9921875,5.431447249347441,4.492244598558148
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.0078125,-93.78229213367305,-8.878091930570806
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.0234375,-95.76590869869085,1.475687065171988
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.0390625,-93.63085856752063,1.6360056434049894
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.0546875,-92.14055639402443,5.240749535388256
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.0703125,-85.58820644983442,7.362746930334682
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.0859375,-74.61730047337183,12.393967978213158
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.1015625,-17.26754283180312,12.662037766721873
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.1171875,-24.50944390946305,13.96813343132884
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.1328125,-66.1497466757507,8.57308519898422
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.1484375,-8.905789007362126,11.889558362315798
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.1640625,-4.848849100575764,13.34620331040192
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.1796875,-63.74617547501895,6.434201500630699
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.1953125,-19.201692811063424,15.439353762742016
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.2109375,1.4190868277881485,9.095096275219237
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.2265625,-3.578369719923024,8.225476388646756
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.2421875,-62.10964886537226,9.493895188385505
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.2578125,-65.64844808721384,12.306786917153687
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.2734375,-53.777661344653744,14.958242768915635
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.2890625,4.474447935546453,15.373370620870919
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.3046875,-1.481240760443749,12.635900904621417
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.3203125,-5.984706651383508,11.45235288996922
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.3359375,-23.54627116330225,15.440047894779422
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.3515625,-11.751183727607394,13.173904909774603
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.3671875,-5.2849570009949645,14.88048002886403
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.3828125,-17.40413988344932,15.440109047758906
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.3984375,-2.2334389737994393,13.758925236658403
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.4140625,-9.481567059805139,13.197580616161027
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.4296875,-7.353933916546607,8.712938863384117
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.4453125,-8.03417139539374,9.403422667228522
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.4609375,-0.5358314816615741,15.359873046951531
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.4765625,3.2981914456092993,15.373739533328973
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.4921875,-14.687111507033627,11.09904139614205
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.5078125,-6.980920784688741,8.21660410700707
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.5234375,-4.084231701121765,14.226825774811822
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.5390625,-0.844488538790641,15.440677399343057
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.5546875,-60.288743468880845,10.448018535006028
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.5703125,-3.011758974502584,14.25311121434075
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.5859375,-5.781709759391448,11.89682467883542
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.6015625,8.869108514330243,14.547288172370209
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.6171875,4.1306569785074725,14.935475352307341
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.6328125,-3.741913405986516,14.94829049106469
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.6484375,-7.99467160936033,11.911801102718847
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.6640625,0.30041945775001083,13.526054397787723
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.6796875,-4.624989109112508,12.328128106811471
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.6953125,-8.337901865591311,9.94911119877973
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.7109375,-4.222551314506385,11.087458144159651
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.7265625,-9.497685355480902,10.200176170546321
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.7421875,-3.752919690158002,11.262880552647292
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.7578125,-1.4245160741988494,14.804671671067
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.7734375,-20.519905595479486,10.769184054354561
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.7890625,-1.6097217477436632,11.794676024446122
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.8046875,3.2616505820076402,13.749814779192098
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.8203125,11.063969661971218,11.937216412663417
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.8359375,-0.5336734136216005,11.372808184575218
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.8515625,-14.101869038189141,15.069974989677245
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.8671875,-11.078807688235079,9.121119582819704
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.8828125,-7.268246206436249,12.234623863460861
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.8984375,-3.735634020428502,12.501675015196618
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.9140625,1.846396726592756,14.5755110397747
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.9296875,-1.0255997139319166,15.065963707905013
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.9453125,3.2640028446171074,14.83776776923963
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.9609375,-14.020227421212981,11.799010710991855
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.9765625,-13.484395984087492,12.312214213991414
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,a_dither,0.9921875,-13.24066407330702,8.780947904680591
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,x_dither,0.0078125,-1.6173314054621013,-6.6843179383412075
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,x_dither,0.0234375,-3.879166900083526,-0.027203012699936576
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,x_dither,0.0390625,-2.3931146604935134,-0.22009587624663815
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,x_dither,0.0546875,-6.281629064580337,-4.078571388600115
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,x_dither,0.0703125,-4.287514301835795,-1.383222162608794
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,x_dither,0.0859375,-2.396492971459347,0.029016955095637963
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,x_dither,0.1015625,-2.749921912134772,2.20134958600371
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,x_dither,0.1171875,-3.0340361339991544,-2.2322221134618756
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,x_dither,0.1328125,-1.6448405269920712,2.1422010510724236
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,x_dither,0.1484375,-1.2221257259305995,0.47896616868699515
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,x_dither,0.1640625,1.2876140263805653,8.707527011170932
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,x_dither,0.1796875,-1.9219642425386418,3.1189502409812087
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,x_dither,0.1953125,-3.4137471669861483,-2.72153213120149
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,x_dither,0.2109375,-3.113066635549649,-0.47861643004506155
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,x_dither,0.2265625,-0.7181719313324814,0.39619989548550094
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,x_dither,0.2421875,1.3114378186317956,3.7311858970338823
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,x_dither,0.2578125,-1.8877002108683525,0.7870474104030765
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,x_dither,0.2734375,-2.101348226316457,-1.6672756245511497
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,x_dither,0.2890625,-1.3366422465639192,-2.222453179761204
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,x_dither,0.3046875,0.5423431220192033,4.02888672446131
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,x_dither,0.3203125,-2.5798234441099943,-2.147554452043889
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,x_dither,0.3359375,-2.111329218446956,1.74156506799737
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,x_dither,0.3515625,-1.0050708923581109,1.5051893409694643
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,x_dither,0.3671875,-0.6912821768389954,0.9908327244916915
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,x_dither,0.3828125,-3.411738339582859,-2.8971963839909893
e8c32d3693bf5bed3891b7b6dfb305a2a5319eda,x_dither,0.3984375,-1.1163242047710324,-0.25326755803009504
