revision,fixture,width,height,pixels,threads,round,phase,sample,traversal,schedule_position,planner_mode,bands,queue_depth,band_height,overlap_rows,planned_dither_threads,planned_encode_threads,observed_parallel_dither_threads,observed_encode_pool_threads,observed_writer_threads,dither_start_count,dither_finish_count,encode_worker_start_count,encode_worker_finish_count,writer_start_count,writer_finish_count,encoder_abort_count,tail_grow_requested,dither_encode_overlap,encoder_wall_seconds,palette_wall_seconds,dither_encode_wall_seconds,sixel_bytes,sixel_sha256,total_wall_seconds,command
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,7,3,timed,1,ascending,7,pipeline,113,21,138,0,5,2,5,2,1,5,5,180,180,1,1,0,yes,yes,0.25775400000000004,0.07322000000000001,0.131943,1112165,72ca254012a3e3e522ddd8c8a1ac9bdfc00d5af6cb5fb14101fb73d8b4ad558a,0.25775400000000004,'{img2sixel}' --threads=7 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,8,3,timed,1,ascending,8,pipeline,113,24,114,0,6,2,6,2,1,6,6,180,180,1,1,0,yes,yes,0.23211299999999999,0.069186,0.11301199999999999,1110266,9bfe778ebfad630c52817797049bbd64c93ec8afb743628f4b3cfc94da705d0f,0.23211299999999999,'{img2sixel}' --threads=8 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,9,3,timed,1,ascending,9,pipeline,113,27,102,0,7,2,7,2,1,7,7,180,180,1,1,0,yes,yes,0.214952,0.070145,0.09777300000000001,1112011,e6899471b079cb9bd831d17515535daf8e5fcac8a8c80d6914af265f817c60d8,0.214952,'{img2sixel}' --threads=9 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,10,3,timed,1,ascending,10,pipeline,113,30,102,0,7,3,7,3,1,7,7,180,180,1,1,0,yes,yes,0.212825,0.07008400000000001,0.09733299999999999,1112011,e6899471b079cb9bd831d17515535daf8e5fcac8a8c80d6914af265f817c60d8,0.212825,'{img2sixel}' --threads=10 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,11,3,timed,1,ascending,11,pipeline,113,33,90,0,8,3,8,3,1,8,8,180,180,1,1,0,yes,yes,0.20649,0.06905,0.087302,1106783,6cab90aaee14d9032397ebe46bc5103ca33d7b7080cb7c28d1df03adc332b8d7,0.20649,'{img2sixel}' --threads=11 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,12,3,timed,1,ascending,12,pipeline,113,36,78,0,9,3,9,3,1,9,9,180,180,1,1,0,yes,yes,0.198468,0.068703,0.07920600000000001,1107546,88a62cbd9a5a024d4859507db08763ffb3559debc3b978621161b62a724a613e,0.198468,'{img2sixel}' --threads=12 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,13,3,timed,1,ascending,13,pipeline,113,39,72,0,10,3,10,3,1,10,10,180,180,1,1,0,yes,yes,0.188349,0.069373,0.07001399999999999,1110441,5c6cb8bd9a758fecc539dc3acb8a3a6ba2b2b27b5fdd24cdebaaa0919a5a9881,0.188349,'{img2sixel}' --threads=13 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,14,3,timed,1,ascending,14,pipeline,113,42,72,0,10,4,10,4,1,10,10,180,180,1,1,0,yes,yes,0.18989999999999999,0.069769,0.071584,1110441,5c6cb8bd9a758fecc539dc3acb8a3a6ba2b2b27b5fdd24cdebaaa0919a5a9881,0.18989999999999999,'{img2sixel}' --threads=14 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,15,3,timed,1,ascending,15,pipeline,113,45,66,0,11,4,11,4,1,11,11,180,180,1,1,0,yes,yes,0.190637,0.070962,0.070172,1109581,4aae527e86ba442f8de8813cd9b23bea87656927f4ee0a232b05caec50f546d0,0.190637,'{img2sixel}' --threads=15 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,16,3,timed,1,ascending,16,pipeline,113,48,60,0,12,4,12,4,1,12,12,180,180,1,1,0,yes,yes,0.183866,0.07000600000000001,0.064738,1109809,895b29fa9417beb77a66350ca9d1c646da69650b30ccce01be86acdd497dd934,0.183866,'{img2sixel}' --threads=16 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,16,4,timed,2,descending,1,pipeline,113,48,60,0,12,4,12,4,1,12,12,180,180,1,1,0,yes,yes,0.189025,0.06926299999999999,0.067509,1109809,895b29fa9417beb77a66350ca9d1c646da69650b30ccce01be86acdd497dd934,0.189025,'{img2sixel}' --threads=16 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,15,4,timed,2,descending,2,pipeline,113,45,66,0,11,4,11,4,1,11,11,180,180,1,1,0,yes,yes,0.188562,0.069882,0.06988200000000001,1109581,4aae527e86ba442f8de8813cd9b23bea87656927f4ee0a232b05caec50f546d0,0.188562,'{img2sixel}' --threads=15 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,14,4,timed,2,descending,3,pipeline,113,42,72,0,10,4,10,4,1,10,10,180,180,1,1,0,yes,yes,0.187226,0.069536,0.06923900000000001,1110441,5c6cb8bd9a758fecc539dc3acb8a3a6ba2b2b27b5fdd24cdebaaa0919a5a9881,0.187226,'{img2sixel}' --threads=14 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,13,4,timed,2,descending,4,pipeline,113,39,72,0,10,3,10,3,1,10,10,180,180,1,1,0,yes,yes,0.191461,0.06939200000000001,0.071809,1110441,5c6cb8bd9a758fecc539dc3acb8a3a6ba2b2b27b5fdd24cdebaaa0919a5a9881,0.191461,'{img2sixel}' --threads=13 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,12,4,timed,2,descending,5,pipeline,113,36,78,0,9,3,9,3,1,9,9,180,180,1,1,0,yes,yes,0.195914,0.068921,0.07629100000000001,1107546,88a62cbd9a5a024d4859507db08763ffb3559debc3b978621161b62a724a613e,0.195914,'{img2sixel}' --threads=12 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,11,4,timed,2,descending,6,pipeline,113,33,90,0,8,3,8,3,1,8,8,180,180,1,1,0,yes,yes,0.206728,0.069267,0.087216,1106783,6cab90aaee14d9032397ebe46bc5103ca33d7b7080cb7c28d1df03adc332b8d7,0.206728,'{img2sixel}' --threads=11 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,10,4,timed,2,descending,7,pipeline,113,30,102,0,7,3,7,3,1,7,7,180,180,1,1,0,yes,yes,0.215394,0.069078,0.099841,1112011,e6899471b079cb9bd831d17515535daf8e5fcac8a8c80d6914af265f817c60d8,0.215394,'{img2sixel}' --threads=10 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,9,4,timed,2,descending,8,pipeline,113,27,102,0,7,2,7,2,1,7,7,180,180,1,1,0,yes,yes,0.217544,0.070395,0.10028799999999999,1112011,e6899471b079cb9bd831d17515535daf8e5fcac8a8c80d6914af265f817c60d8,0.217544,'{img2sixel}' --threads=9 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,8,4,timed,2,descending,9,pipeline,113,24,114,0,6,2,6,3,1,6,6,180,180,1,1,0,yes,yes,0.229411,0.069296,0.11070700000000001,1110266,9bfe778ebfad630c52817797049bbd64c93ec8afb743628f4b3cfc94da705d0f,0.229411,'{img2sixel}' --threads=8 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,7,4,timed,2,descending,10,pipeline,113,21,138,0,5,2,5,2,1,5,5,180,180,1,1,0,yes,yes,0.253593,0.069209,0.132984,1112165,72ca254012a3e3e522ddd8c8a1ac9bdfc00d5af6cb5fb14101fb73d8b4ad558a,0.253593,'{img2sixel}' --threads=7 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,6,4,timed,2,descending,11,pipeline,113,18,174,0,4,2,4,2,1,4,4,180,180,1,1,0,yes,yes,0.288001,0.069277,0.16485500000000003,1112687,f983921ff065e81bf243edcc24e56c0d506e943475ecf24c196e1a89db6f6891,0.288001,'{img2sixel}' --threads=6 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,5,4,timed,2,descending,12,pipeline,113,15,228,0,3,2,3,2,1,3,3,180,180,1,1,0,yes,yes,0.34669500000000003,0.06926299999999999,0.21843300000000002,1110687,7f210772d0cea09d8936b3b53de6b570dc34fbccbbd14e178137bec614255a07,0.34669500000000003,'{img2sixel}' --threads=5 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,4,4,timed,2,descending,13,pipeline,113,12,342,0,2,2,2,2,1,2,2,180,180,1,1,0,yes,yes,0.452017,0.06881999999999999,0.318632,1112109,2dfe38f3bf3164808afd092ab6330aae11349fbecfda4a21833c2c99fd7f24e2,0.452017,'{img2sixel}' --threads=4 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,3,4,timed,2,descending,14,pipeline,113,9,678,0,1,2,0,2,1,0,0,180,180,1,1,0,yes,yes,0.764613,0.06880700000000001,0.619512,1114189,0dee79433e5fb73e188ea6579751b04036cca248fbb9e01b02391a85b7974486,0.764613,'{img2sixel}' --threads=3 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,2,4,timed,2,descending,15,pipeline,113,6,678,0,1,1,0,2,1,0,0,180,180,1,1,0,no,no,0.7672760000000001,0.06895599999999999,0.602317,1114189,0dee79433e5fb73e188ea6579751b04036cca248fbb9e01b02391a85b7974486,0.7672760000000001,'{img2sixel}' --threads=2 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,1,4,timed,2,descending,16,serial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,0.835685,0.069239,0.609212,1114189,0dee79433e5fb73e188ea6579751b04036cca248fbb9e01b02391a85b7974486,0.835685,'{img2sixel}' --threads=1 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,1,5,timed,3,ascending,1,serial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,0.832705,0.06937700000000002,0.604598,1114189,0dee79433e5fb73e188ea6579751b04036cca248fbb9e01b02391a85b7974486,0.832705,'{img2sixel}' --threads=1 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,2,5,timed,3,ascending,2,pipeline,113,6,678,0,1,1,0,2,1,0,0,180,180,1,1,0,no,no,0.771529,0.069221,0.606719,1114189,0dee79433e5fb73e188ea6579751b04036cca248fbb9e01b02391a85b7974486,0.771529,'{img2sixel}' --threads=2 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,3,5,timed,3,ascending,3,pipeline,113,9,678,0,1,2,0,2,1,0,0,180,180,1,1,0,yes,yes,0.736448,0.06941699999999999,0.590695,1114189,0dee79433e5fb73e188ea6579751b04036cca248fbb9e01b02391a85b7974486,0.736448,'{img2sixel}' --threads=3 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,4,5,timed,3,ascending,4,pipeline,113,12,342,0,2,2,2,2,1,2,2,180,180,1,1,0,yes,yes,0.445755,0.069283,0.311995,1112109,2dfe38f3bf3164808afd092ab6330aae11349fbecfda4a21833c2c99fd7f24e2,0.445755,'{img2sixel}' --threads=4 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,5,5,timed,3,ascending,5,pipeline,113,15,228,0,3,2,3,2,1,3,3,180,180,1,1,0,yes,yes,0.34595200000000004,0.06873299999999999,0.21960600000000002,1110687,7f210772d0cea09d8936b3b53de6b570dc34fbccbbd14e178137bec614255a07,0.34595200000000004,'{img2sixel}' --threads=5 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,6,5,timed,3,ascending,6,pipeline,113,18,174,0,4,2,4,2,1,4,4,180,180,1,1,0,yes,yes,0.29930900000000005,0.06909699999999999,0.17519600000000002,1112687,f983921ff065e81bf243edcc24e56c0d506e943475ecf24c196e1a89db6f6891,0.29930900000000005,'{img2sixel}' --threads=6 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,7,5,timed,3,ascending,7,pipeline,113,21,138,0,5,2,5,2,1,5,5,180,180,1,1,0,yes,yes,0.252275,0.068998,0.13300299999999998,1112165,72ca254012a3e3e522ddd8c8a1ac9bdfc00d5af6cb5fb14101fb73d8b4ad558a,0.252275,'{img2sixel}' --threads=7 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,8,5,timed,3,ascending,8,pipeline,113,24,114,0,6,2,6,2,1,6,6,180,180,1,1,0,yes,yes,0.2297,0.069211,0.111812,1110266,9bfe778ebfad630c52817797049bbd64c93ec8afb743628f4b3cfc94da705d0f,0.2297,'{img2sixel}' --threads=8 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,9,5,timed,3,ascending,9,pipeline,113,27,102,0,7,2,7,2,1,7,7,180,180,1,1,0,yes,yes,0.214344,0.069233,0.09765200000000002,1112011,e6899471b079cb9bd831d17515535daf8e5fcac8a8c80d6914af265f817c60d8,0.214344,'{img2sixel}' --threads=9 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,10,5,timed,3,ascending,10,pipeline,113,30,102,0,7,3,7,3,1,7,7,180,180,1,1,0,yes,yes,0.21640399999999999,0.072688,0.09758299999999999,1112011,e6899471b079cb9bd831d17515535daf8e5fcac8a8c80d6914af265f817c60d8,0.21640399999999999,'{img2sixel}' --threads=10 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,11,5,timed,3,ascending,11,pipeline,113,33,90,0,8,3,8,3,1,8,8,180,180,1,1,0,yes,yes,0.207534,0.069126,0.087796,1106783,6cab90aaee14d9032397ebe46bc5103ca33d7b7080cb7c28d1df03adc332b8d7,0.207534,'{img2sixel}' --threads=11 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,12,5,timed,3,ascending,12,pipeline,113,36,78,0,9,3,9,3,1,9,9,180,180,1,1,0,yes,yes,0.198043,0.071077,0.076665,1107546,88a62cbd9a5a024d4859507db08763ffb3559debc3b978621161b62a724a613e,0.198043,'{img2sixel}' --threads=12 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,13,5,timed,3,ascending,13,pipeline,113,39,72,0,10,3,10,3,1,10,10,180,180,1,1,0,yes,yes,0.188541,0.069081,0.06968799999999999,1110441,5c6cb8bd9a758fecc539dc3acb8a3a6ba2b2b27b5fdd24cdebaaa0919a5a9881,0.188541,'{img2sixel}' --threads=13 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
fe4e7dd44662777ac5f9a1f25b5b660976c00e02,1920x1080,1920,1080,2073600,14,5,timed,3,ascending,14,pipeline,113,42,72,0,10,4,10,4,1,10,10,180,180,1,1,0,yes,yes,0.188888,0.069282,0.07042200000000001,1110441,5c6cb8bd9a758fecc539dc3acb8a3a6ba2b2b27b5fdd24cdebaaa0919a5a9881,0.188888,'{img2sixel}' --threads=14 --precision=8bit --quality=full --sampling-policy=full-frame --binning-policy=hard --quantize-model=kmeans:seed=1 --merge-policy=ward -Xoklab -Wgamma --diffusion=fs:scan=raster --gpu-policy=off --lookup-policy=6bit:shared_instance=1 -p 256 -w 1920 -h 1080 -v -J '{log}' -o '{output}' '{input}'
