revision,platform,fixture_id,fixture_label,fixture_class,input,colors,colorspace,label,source_points,criterion,MS-SSIM_regret_limit,Delta E00_regret_limit,pass_rate_target,observed_binbits,observed_effective_points,observed_points_per_color,stable_binbits,stable_effective_points,stable_points_per_color,stable_censored
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,128,gamma,gamma sRGB,270000,strict,0.001,0.05,0.8,6,9996,78.09375,6,9996,78.09375,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,128,gamma,gamma sRGB,270000,balanced,0.002,0.15,0.8,5,2486,19.421875,5,2486,19.421875,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,128,gamma,gamma sRGB,270000,relaxed,0.005,0.25,0.8,5,2486,19.421875,5,2486,19.421875,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,128,linear,linear RGB,270000,strict,0.001,0.05,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,128,linear,linear RGB,270000,balanced,0.002,0.15,0.8,6,13519,105.6171875,8,86680,677.1875,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,128,linear,linear RGB,270000,relaxed,0.005,0.25,0.8,4,866,6.765625,4,866,6.765625,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,128,oklab,OKLab,270000,strict,0.001,0.05,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,128,oklab,OKLab,270000,balanced,0.002,0.15,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,128,oklab,OKLab,270000,relaxed,0.005,0.25,0.8,6,1979,15.4609375,6,1979,15.4609375,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,256,cielab,CIELAB,270000,strict,0.001,0.05,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,256,cielab,CIELAB,270000,balanced,0.002,0.15,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,256,cielab,CIELAB,270000,relaxed,0.005,0.25,0.8,6,2107,8.23046875,6,2107,8.23046875,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,256,din99d,DIN99d,270000,strict,0.001,0.05,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,256,din99d,DIN99d,270000,balanced,0.002,0.15,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,256,din99d,DIN99d,270000,relaxed,0.005,0.25,0.8,6,2182,8.5234375,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,256,gamma,gamma sRGB,270000,strict,0.001,0.05,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,256,gamma,gamma sRGB,270000,balanced,0.002,0.15,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,256,gamma,gamma sRGB,270000,relaxed,0.005,0.25,0.8,6,9996,39.046875,6,9996,39.046875,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,256,linear,linear RGB,270000,strict,0.001,0.05,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,256,linear,linear RGB,270000,balanced,0.002,0.15,0.8,8,86680,338.59375,8,86680,338.59375,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,256,linear,linear RGB,270000,relaxed,0.005,0.25,0.8,4,866,3.3828125,8,86680,338.59375,no
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,256,oklab,OKLab,270000,strict,0.001,0.05,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,256,oklab,OKLab,270000,balanced,0.002,0.15,0.8,,,,,,,yes
c26da16e79d75081c0f76a461b16aaed7814f8f5,macOS-26.5.1-arm64-arm-64bit,smooth-gradient-medium,smooth gradient,gradient,images/measurements/palette-pipeline/smooth-gradient-600x450.png,256,oklab,OKLab,270000,relaxed,0.005,0.25,0.8,6,1979,7.73046875,6,1979,7.73046875,no
