name,colors,threads,normal_bytes,or_bytes,size_ratio,normal_ms,or_ms,cli_speedup,indexed_speedup,changed_pixels,alpha_changed_pixels,normal_msssim,or_msssim,normal_deltae,or_deltae
vimperator3-p16-t1,16,1,61687,57829,0.9374584596430366,22.726082999724895,21.984042001349735,1.0337536199362065,2.2887189292543018,0,0,0.978091,0.978091,3.280869,3.280869
vimperator3-p16-t4,16,4,55028,51370,0.9335247510358363,17.672208001386025,17.754832999344217,0.9953463376444462,,0,0,0.988932,0.988932,2.590428,2.590428
vimperator3-p256-t1,256,1,134748,111121,0.8246578798943213,31.802499999685097,29.013499999564374,1.0961276647134126,3.459639126305793,0,0,0.99951,0.99951,1.294539,1.294539
vimperator3-p256-t4,256,4,134482,123840,0.9208667330943918,21.520667000004323,21.42733400069119,1.0043557915002457,,0,0,0.999534,0.999534,1.123496,1.123496
map16-p16-t1,16,1,950,1206,1.2694736842105263,7.659124999918276,7.515416000387631,1.0191218955175911,1.8181818181818183,0,0,0.987934,0.987934,0.574689,0.574689
map16-p16-t4,16,4,950,1206,1.2694736842105263,7.6442919998953585,7.574833000035142,1.009169707089238,,0,0,0.987934,0.987934,0.574689,0.574689
map16-p256-t1,256,1,950,1206,1.2694736842105263,7.766665999952238,8.09408299937786,0.9595485987170148,1.9523809523809526,0,0,0.987934,0.987934,0.574689,0.574689
map16-p256-t4,256,4,950,1206,1.2694736842105263,7.9445829996984685,8.076416999756475,0.9836766724573556,,0,0,0.987934,0.987934,0.574689,0.574689
smooth-gradient-600x450-p16-t1,16,1,55922,90609,1.6202746682879725,22.87287500075763,22.32062500115717,1.0247416906816826,1.4370860927152318,0,0,0.793065,0.793065,10.148256,10.148256
smooth-gradient-600x450-p16-t4,16,4,54093,88467,1.6354611502412513,16.442124999230145,16.571416999795474,0.9921978910694889,,0,0,0.827362,0.827362,9.451855,9.451855
smooth-gradient-600x450-p256-t1,256,1,122620,272455,2.22194584896428,52.37983299957705,52.00999999942724,1.0071108056172637,1.1416,0,0,0.964675,0.964675,2.9544,2.9544
smooth-gradient-600x450-p256-t4,256,4,117390,238509,2.0317659085100948,30.91787499943166,30.654417001642287,1.008594454684141,,0,0,0.965038,0.965038,2.889194,2.889194
rare-colors-600x450-p16-t1,16,1,79781,111358,1.3957959915268046,18.505333000575774,17.838334000771283,1.0373913281237839,1.778675282714055,0,0,0.883036,0.883036,4.670836,4.670836
rare-colors-600x450-p16-t4,16,4,100299,111187,1.108555419296304,15.325082998970174,15.146042000196758,1.0118209759864056,,0,0,0.887407,0.887407,6.082011,6.082011
rare-colors-600x450-p256-t1,256,1,106556,191605,1.7981624685611322,25.233542000933085,24.226666000686237,1.0415606505747976,1.6950527169505272,0,0,0.996409,0.996409,0.491064,0.491064
rare-colors-600x450-p256-t4,256,4,107953,192814,1.7860920956342112,17.167791000247234,17.08566600063932,1.0048066607181037,,0,0,0.995918,0.995918,0.512739,0.512739
